35108:
 num     #instances         #bytes  class name (module)
1134:            11            264  com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$Single
1135:            11            264  io.netty.handler.codec.http.HttpObjectDecoder$State
1136:            11            264  java.beans.PropertyChangeSupport (java.desktop@25)
1137:            11            264  org.springframework.beans.AbstractNestablePropertyAccessor$PropertyTokenHolder
1138:            11            264  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda/0x00000000313db5a0
1139:            11            264  org.springframework.core.ResolvableType$SyntheticParameterizedType
1140:            11            264  org.springframework.core.ResolvableType$TypeVariablesVariableResolver
1141:            11            264  org.springframework.core.convert.support.GenericConversionService$Converters
1142:            11            264  org.yaml.snakeyaml.events.Event$ID
1143:            11            264  sun.reflect.generics.repository.FieldRepository (java.base@25)
1144:             8            256  com.alibaba.fastjson2.reader.ObjectReaderCreator$LambdaSetterInfo
1145:             8            256  com.fasterxml.jackson.databind.type.TypeFactory
1146:             8            256  com.mysql.cj.protocol.a.NativePacketPayload
1147:             8            256  io.micrometer.core.instrument.Statistic
1148:             8            256  java.math.RoundingMode (java.base@25)
1149:             8            256  java.nio.DirectByteBuffer$Deallocator (java.base@25)
1150:             4            256  java.text.SimpleDateFormat (java.base@25)
1151:             8            256  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@25)
1152:             8            256  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@25)
1153:            16            256  jdk.proxy2.$Proxy146 (jdk.proxy2)
1154:            16            256  org.apache.ibatis.reflection.invoker.GetFieldInvoker
1155:             8            256  org.hibernate.validator.internal.engine.constraintvalidation.ConstraintValidatorManagerImpl$CacheKey
1156:             2            256  org.redisson.config.Config
1157:             8            256  org.springframework.beans.propertyeditors.CustomCollectionEditor
1158:            16            256  org.springframework.boot.actuate.endpoint.web.servlet.AbstractWebMvcEndpointHandlerMapping$OperationHandler
1159:            16            256  org.springframework.boot.actuate.endpoint.web.servlet.AbstractWebMvcEndpointHandlerMapping$ServletWebOperationAdapter
1160:             8            256  org.springframework.util.function.SingletonSupplier
1161:             5            248  [Lio.netty.util.concurrent.EventExecutor;
1162:             1            248  com.alibaba.fastjson2.reader.ORG_6_17_RoomDO
1163:             2            240  [Lcom.fasterxml.jackson.databind.SerializationFeature;
1164:             3            240  [Ljava.sql.Statement; (java.sql@25)
1165:             9            240  [Lorg.springframework.web.bind.annotation.RequestMethod;
1166:            10            240  com.fasterxml.classmate.util.ClassKey
1167:             6            240  com.fasterxml.jackson.core.json.JsonWriteFeature
1168:            10            240  com.fasterxml.jackson.databind.cfg.CoercionInputShape
1169:            10            240  com.fasterxml.jackson.databind.cfg.MutableCoercionConfig
1170:            10            240  com.fasterxml.jackson.databind.deser.DeserializerCache
1171:             5            240  com.fasterxml.jackson.databind.introspect.BasicBeanDescription
1172:            10            240  com.fasterxml.jackson.databind.introspect.SimpleMixInResolver
1173:            10            240  com.fasterxml.jackson.databind.ser.SerializerCache
1174:             6            240  io.micrometer.core.instrument.internal.DefaultLongTaskTimer
1175:             6            240  java.io.BufferedOutputStream (java.base@25)
1176:            10            240  java.lang.String$$StringConcat/0x00000000312cc000 (java.base@25)
1177:             6            240  java.lang.invoke.LambdaForm$BasicType (java.base@25)
1178:            10            240  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@25)
1179:             5            240  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@25)
1180:            10            240  java.lang.module.ModuleDescriptor$Opens (java.base@25)
1181:            10            240  java.nio.charset.CoderResult (java.base@25)
1182:            10            240  java.nio.file.StandardOpenOption (java.base@25)
1183:             6            240  java.text.DigitList (java.base@25)
1184:            15            240  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@25)
1185:            15            240  jdk.proxy2.$Proxy26 (jdk.proxy2)
1186:             6            240  jdk.xml.internal.XMLSecurityManager (java.xml@25)
1187:             6            240  org.apache.tomcat.util.descriptor.web.FilterMap
1188:             5            240  org.hibernate.validator.internal.metadata.raw.ConstrainedParameter
1189:             6            240  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$SoftKeyReference
1190:             3            240  org.springframework.beans.PropertyDescriptorUtils$BasicPropertyDescriptor
1191:            10            240  org.springframework.boot.autoconfigure.cache.CacheType
1192:            15            240  org.springframework.context.annotation.ConfigurationClassEnhancer$BeanFactoryAwareGeneratorStrategy
1193:            10            240  org.springframework.core.ReactiveAdapterRegistry$ReactorAdapter
1194:            10            240  org.springframework.core.ReactiveTypeDescriptor
1195:             6            240  org.springframework.core.codec.StringDecoder
1196:             2            240  org.springframework.http.codec.support.ClientDefaultCodecsImpl
1197:            10            240  reactor.core.publisher.SignalType
1198:            15            240  sun.invoke.util.ValueConversions$WrapperCache (java.base@25)
1199:             3            240  sun.nio.ch.NioSocketImpl (java.base@25)
1200:             5            240  sun.security.provider.MoreDrbgParameters (java.base@25)
1201:             5            232  [Ljava.time.ZoneOffset; (java.base@25)
1202:             7            232  [Ljdk.xml.internal.FeaturePropertyBase$State; (java.xml@25)
1203:             1            232  com.alibaba.fastjson2.reader.ORG_2_14_ChatBroadcastMsgRespDTO
1204:             1            232  org.apache.catalina.core.StandardWrapper
1205:             1            224  [Lcom.baomidou.mybatisplus.annotation.DbType;
1206:            10            224  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
1207:             7            224  [Ljava.lang.Boolean; (java.base@25)
1208:             1            224  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@25)
1209:             1            224  com.alibaba.fastjson2.reader.ORG_1_14_MessageDO
1210:             1            224  com.baomidou.mybatisplus.core.MybatisConfiguration
1211:             7            224  com.fasterxml.jackson.annotation.JsonTypeInfo$Id
1212:             7            224  com.flashchat.chatservice.dao.enums.MessageTypeEnum
1213:             2            224  io.netty.util.concurrent.DefaultEventExecutor
1214:             7            224  java.lang.System$Logger$Level (java.base@25)
1215:             7            224  java.lang.classfile.attribute.StackMapFrameInfo$SimpleVerificationTypeInfo (java.base@25)
1216:             7            224  java.lang.invoke.MethodHandles$Lookup (java.base@25)
1217:             7            224  java.security.MessageDigest$Delegate$CloneableDelegate (java.base@25)
1218:             7            224  jdk.internal.loader.NativeLibraries (java.base@25)
1219:            14            224  jdk.proxy2.$Proxy54 (jdk.proxy2)
1220:            14            224  jdk.proxy2.$Proxy55 (jdk.proxy2)
1221:             7            224  jdk.xml.internal.JdkProperty$State (java.xml@25)
1222:             4            224  jdk.xml.internal.JdkXmlFeatures$XmlFeature (java.xml@25)
1223:             7            224  org.apache.tomcat.util.http.parser.HttpParser$DomainParseState
1224:            14            224  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable
1225:             7            224  org.hibernate.validator.internal.metadata.core.MetaConstraint
1226:             7            224  org.hibernate.validator.internal.metadata.location.ConstraintLocation$ConstraintLocationKind
1227:             7            224  org.redisson.api.RScript$ReturnType
1228:             7            224  org.redisson.api.StreamMessageId
1229:            14            224  org.springframework.aop.framework.CglibAopProxy$AdvisedDispatcher
1230:            14            224  org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor
1231:            14            224  org.springframework.aop.framework.CglibAopProxy$EqualsInterceptor
1232:            14            224  org.springframework.aop.framework.CglibAopProxy$HashCodeInterceptor
1233:            14            224  org.springframework.aop.framework.CglibAopProxy$SerializableNoOp
1234:            14            224  org.springframework.aop.framework.CglibAopProxy$StaticDispatcher
1235:            14            224  org.springframework.aop.framework.CglibAopProxy$StaticUnadvisedInterceptor
1236:            14            224  org.springframework.aop.target.SingletonTargetSource
1237:             7            224  org.springframework.boot.logging.LogLevel
1238:            14            224  org.springframework.cglib.core.ClassLoaderAwareGeneratorStrategy
1239:            14            224  org.springframework.core.convert.support.CollectionToArrayConverter
1240:            14            224  org.springframework.core.convert.support.CollectionToStringConverter
1241:             7            224  org.springframework.transaction.annotation.Propagation
1242:             9            216  [Lcom.fasterxml.jackson.databind.deser.KeyDeserializers;
1243:             9            216  [Ljava.util.concurrent.atomic.Striped64$Cell; (java.base@25)
1244:             1            216  [Lorg.apache.coyote.ActionCode;
1245:             1            216  [Lorg.redisson.misc.AsyncSemaphore;
1246:             9            216  ch.qos.logback.core.rolling.helper.PeriodicityType
1247:             9            216  com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig
1248:             3            216  com.fasterxml.jackson.databind.deser.std.MapDeserializer
1249:             9            216  com.fasterxml.jackson.databind.jsontype.impl.AsPropertyTypeSerializer
1250:             9            216  com.fasterxml.jackson.databind.module.SimpleDeserializers
1251:             9            216  com.github.benmanes.caffeine.cache.AccessOrderDeque
1252:             9            216  io.netty.handler.codec.http.HttpMethod$EnumNameMap$Node
1253:             9            216  java.lang.String$$StringConcat/0x00000000310b9000 (java.base@25)
1254:             3            216  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLL (java.base@25)
1255:             9            216  java.nio.file.attribute.PosixFilePermission (java.base@25)
1256:             9            216  java.time.format.DateTimeFormatterBuilder$LocalizedPrinterParser (java.base@25)
1257:             9            216  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@25)
1258:             9            216  org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState
1259:             1            216  org.apache.tomcat.util.net.NioEndpoint
1260:             1            216  org.springframework.beans.factory.support.DefaultListableBeanFactory
1261:             9            216  org.springframework.context.event.AbstractApplicationEventMulticaster$CachedListenerRetriever
1262:             9            216  org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey
1263:             9            216  org.springframework.data.redis.serializer.DefaultSerializationPair
1264:             1            216  reactor.netty.http.client.HttpClientConfig
1265:             2            208  [Lcom.alibaba.fastjson2.JSONWriter$Feature;
1266:             9            208  [Lcom.fasterxml.jackson.databind.deser.BeanDeserializerModifier;
1267:             9            208  [Lcom.fasterxml.jackson.databind.deser.ValueInstantiators;
1268:             9            208  [Lcom.fasterxml.jackson.databind.ser.BeanSerializerModifier;
1269:            13            208  java.util.Optional (java.base@25)
1270:            13            208  jdk.proxy2.$Proxy100 (jdk.proxy2)
1271:            13            208  jdk.proxy2.$Proxy28 (jdk.proxy2)
1272:            13            208  jdk.proxy2.$Proxy40 (jdk.proxy2)
1273:            13            208  org.redisson.client.protocol.decoder.StringMapDataDecoder
1274:            13            208  org.redisson.client.protocol.decoder.StringMapDataDecoder$1
1275:            13            208  org.springframework.util.LinkedMultiValueMap
1276:             4            200  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@25)
1277:             2            200  [Ljava.text.DateFormat$Field; (java.base@25)
1278:             5            200  com.fasterxml.jackson.core.JsonEncoding
1279:             5            200  com.fasterxml.jackson.core.Version
1280:             5            200  io.netty.handler.codec.http.HttpStatusClass
1281:             5            200  java.util.Collections$SingletonMap (java.base@25)
1282:             5            200  org.hibernate.validator.internal.properties.javabean.JavaBeanParameter
1283:             1            200  org.redisson.config.MasterSlaveServersConfig
1284:             5            200  org.springframework.boot.logging.logback.RollingPolicySystemProperty
1285:             5            200  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@25)
1286:             2            192  [Lcom.fasterxml.jackson.core.JsonParser$Feature;
1287:             4            192  [Lio.micrometer.core.instrument.Statistic;
1288:             8            192  [Lorg.springframework.beans.factory.config.DependencyDescriptor;
1289:             3            192  [Lsun.invoke.util.Wrapper; (java.base@25)
1290:            12            192  com.baomidou.mybatisplus.core.override.MybatisMapperProxy$PlainMethodInvoker
1291:             2            192  com.esotericsoftware.kryo.Kryo
1292:            12            192  com.fasterxml.jackson.core.util.JacksonFeatureSet
1293:            12            192  com.fasterxml.jackson.databind.node.IntNode
1294:             2            192  com.fasterxml.jackson.databind.ser.impl.UnwrappingBeanPropertyWriter
1295:             3            192  com.mysql.cj.conf.MemorySizePropertyDefinition
1296:             3            192  com.mysql.cj.jdbc.DatabaseMetaData
1297:             3            192  com.mysql.cj.protocol.a.NativeAuthenticationProvider
1298:             3            192  com.mysql.cj.protocol.a.NativeServerSession
1299:             8            192  com.mysql.cj.util.SearchMode
1300:             8            192  com.sun.beans.introspect.PropertyInfo$Name (java.desktop@25)
1301:             6            192  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping (java.management@25)
1302:             6            192  com.sun.org.apache.xerces.internal.util.Status (java.xml@25)
1303:             6            192  io.netty.util.concurrent.DefaultThreadFactory
1304:             8            192  jakarta.validation.ElementKind
1305:             3            192  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLL (java.base@25)
1306:             3            192  java.net.SocksSocketImpl (java.base@25)
1307:             3            192  java.nio.DirectByteBufferR (java.base@25)
1308:             8            192  java.time.Instant (java.base@25)
1309:             6            192  java.time.format.TextStyle (java.base@25)
1310:             8            192  java.util.BitSet (java.base@25)
1311:             4            192  java.util.concurrent.ArrayBlockingQueue (java.base@25)
1312:             4            192  java.util.regex.Pattern$GroupCurly (java.base@25)
1313:             6            192  javax.management.MBeanConstructorInfo (java.management@25)
1314:             6            192  javax.management.StandardEmitterMBean (java.management@25)
1315:            12            192  jdk.proxy2.$Proxy106 (jdk.proxy2)
1316:            12            192  jdk.proxy2.$Proxy107 (jdk.proxy2)
1317:            12            192  jdk.proxy2.$Proxy89 (jdk.proxy2)
1318:             6            192  org.apache.catalina.core.ApplicationFilterConfig
1319:             6            192  org.hibernate.validator.internal.properties.javabean.JavaBeanField
1320:             4            192  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap
1321:             6            192  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$HashEntry
1322:             2            192  org.redisson.command.RedisExecutor
1323:             6            192  org.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType
1324:             8            192  org.springframework.boot.logging.DeferredLog
1325:             3            192  org.springframework.core.task.SimpleAsyncTaskExecutor
1326:             2            192  org.springframework.data.redis.core.RedisTemplate
1327:             2            192  org.springframework.data.redis.core.StringRedisTemplate
1328:             3            192  org.springframework.data.redis.core.convert.RedisCustomConversions
1329:             6            192  org.springframework.http.converter.ResourceHttpMessageConverter
1330:             4            192  org.springframework.http.converter.json.MappingJackson2HttpMessageConverter
1331:             6            192  org.springframework.util.ConcurrentLruCache$ReadOperations
1332:             8            192  org.springframework.web.bind.annotation.RequestMethod
1333:             6            192  org.springframework.web.util.pattern.WildcardTheRestPathElement
1334:             6            192  sun.reflect.annotation.AnnotatedTypeFactory$AnnotatedTypeBaseImpl (java.base@25)
1335:             1            184  [Lcom.mysql.cj.MysqlType;
1336:             1            184  com.zaxxer.hikari.HikariDataSource
1337:             1            176  [Ljava.beans.MethodDescriptor; (java.desktop@25)
1338:             1            176  com.alibaba.fastjson2.writer.OWG_1_17_AccountDO
1339:             1            176  com.alibaba.fastjson2.writer.OWG_2_17_RoomDO
1340:            11            176  java.beans.PropertyChangeSupport$PropertyChangeListenerMap (java.desktop@25)
1341:            11            176  java.util.TreeMap$EntrySet (java.base@25)
1342:            11            176  jdk.proxy2.$Proxy42 (jdk.proxy2)
1343:            11            176  jdk.proxy2.$Proxy49 (jdk.proxy2)
1344:             1            176  org.apache.catalina.core.StandardHost
1345:             2            176  sun.nio.ch.ServerSocketChannelImpl (java.base@25)
1346:            11            176  sun.util.logging.internal.LoggingProviderImpl$JULWrapper (java.logging@25)
1347:             5            168  [Lcom.alibaba.fastjson2.internal.asm.Type;
1348:             7            168  [Lcom.fasterxml.jackson.databind.type.TypeModifier;
1349:             2            168  [Ljava.lang.ClassValue$Entry; (java.base@25)
1350:             7            168  [Lorg.springframework.http.MediaType;
1351:             1            168  [[Ljava.math.BigInteger; (java.base@25)
1352:             7            168  ch.qos.logback.classic.Level
1353:             1            168  com.alibaba.fastjson2.writer.OWG_4_14_MessageDO
1354:             1            168  com.alibaba.fastjson2.writer.OWG_5_14_ChatBroadcastMsgRespDTO
1355:             7            168  com.fasterxml.jackson.annotation.JsonInclude$Include
1356:             7            168  com.fasterxml.jackson.annotation.PropertyAccessor
1357:             7            168  com.fasterxml.jackson.core.util.DefaultIndenter
1358:             7            168  com.fasterxml.jackson.databind.introspect.TypeResolutionContext$Basic
1359:             7            168  com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$TypeAndSerializer
1360:             3            168  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer
1361:             7            168  com.fasterxml.jackson.module.paramnames.ParameterNamesAnnotationIntrospector
1362:             3            168  com.mysql.cj.protocol.a.NativeCapabilities
1363:             7            168  com.mysql.cj.protocol.a.NativeConstants$IntegerDataType
1364:             7            168  com.sun.org.apache.xerces.internal.util.FeatureState (java.xml@25)
1365:             3            168  com.zaxxer.hikari.pool.PoolEntry
1366:             3            168  java.io.FileCleanable (java.base@25)
1367:             1            168  java.lang.VirtualThread (java.base@25)
1368:             7            168  java.time.DayOfWeek (java.base@25)
1369:             7            168  java.time.ZoneOffset (java.base@25)
1370:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport (java.management@25)
1371:             7            168  jdk.internal.classfile.impl.AnnotationImpl (java.base@25)
1372:             7            168  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net@25)
1373:             7            168  org.apache.ibatis.ognl.internal.HashMapCache
1374:             7            168  org.apache.ibatis.ognl.internal.HashMapClassCache
1375:             7            168  org.apache.ibatis.type.StringTypeHandler
1376:             1            168  org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper
1377:             7            168  org.apache.tomcat.util.net.SocketEvent
1378:             7            168  org.hibernate.validator.internal.engine.constraintvalidation.SimpleConstraintTree
1379:             1            168  org.redisson.client.RedisClientConfig
1380:             1            168  org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory
1381:             7            168  org.springframework.cglib.proxy.CallbackInfo
1382:             7            168  org.springframework.context.expression.AnnotatedElementKey
1383:             7            168  org.springframework.core.convert.support.ArrayToArrayConverter
1384:             3            168  org.springframework.expression.spel.support.StandardEvaluationContext
1385:             7            168  org.springframework.scheduling.support.BitsCronField
1386:             7            168  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChain
1387:             7            168  org.yaml.snakeyaml.scanner.Constant
1388:             2            160  [Lcom.esotericsoftware.kryo.util.Generics$GenericType;
1389:             2            160  [Ljava.lang.constant.DirectMethodHandleDesc$Kind; (java.base@25)
1390:             2            160  [Ljava.time.temporal.ChronoUnit; (java.base@25)
1391:             2            160  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base@25)
1392:             3            160  [Ljava.util.logging.Level; (java.logging@25)
1393:             5            160  com.alibaba.fastjson2.internal.asm.ASMUtils$MethodInfo
1394:             2            160  com.alibaba.fastjson2.writer.ObjectWriterImplMap
1395:             5            160  com.baomidou.mybatisplus.annotation.IdType
1396:             4            160  com.fasterxml.jackson.core.Base64Variant
1397:             5            160  com.fasterxml.jackson.core.JsonFactory$Feature
1398:             5            160  com.fasterxml.jackson.databind.cfg.JsonNodeFeature
1399:            10            160  com.fasterxml.jackson.databind.introspect.BasicClassIntrospector
1400:            10            160  com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver
1401:            10            160  com.fasterxml.jackson.databind.util.RootNameLookup
1402:             4            160  com.fasterxml.jackson.datatype.jsr310.ser.LocalDateTimeSerializer
1403:             5            160  com.flashchat.chatservice.dao.enums.RoomStatusEnum
1404:             5            160  com.sun.org.apache.xpath.internal.objects.XNumber (java.xml@25)
1405:             1            160  com.zaxxer.hikari.pool.HikariPool
1406:             4            160  io.netty.buffer.LongLongHashMap
1407:             4            160  io.netty.handler.codec.http.DefaultFullHttpResponse
1408:             5            160  io.netty.handler.codec.http.websocketx.WebSocketVersion
1409:             5            160  io.netty.handler.logging.LogLevel
1410:             2            160  io.netty.util.HashedWheelTimer
1411:             4            160  io.netty.util.internal.ObjectPool$RecyclerObjectPool$1
1412:             4            160  java.lang.ExceptionInInitializerError (java.base@25)
1413:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@25)
1414:            10            160  java.util.regex.CharPredicates$$Lambda/0x00000000315eba48 (java.base@25)
1415:             4            160  java.util.regex.Pattern$Loop (java.base@25)
1416:             4            160  javax.xml.catalog.CatalogFeatures$Feature (java.xml@25)
1417:             5            160  javax.xml.catalog.CatalogFeatures$State (java.xml@25)
1418:            10            160  jdk.proxy1.$Proxy9 (jdk.proxy1)
1419:            10            160  jdk.proxy2.$Proxy145 (jdk.proxy2)
1420:             4            160  org.apache.catalina.core.StandardPipeline
1421:             2            160  org.apache.catalina.deploy.NamingResourcesImpl
1422:             1            160  org.apache.coyote.http11.Http11NioProtocol
1423:             5            160  org.hibernate.validator.messageinterpolation.ExpressionLanguageFeatureLevel
1424:            10            160  org.redisson.client.protocol.convertor.BooleanAmountReplayConvertor
1425:             4            160  org.springframework.beans.propertyeditors.CustomBooleanEditor
1426:             5            160  org.springframework.boot.ansi.AnsiStyle
1427:             5            160  org.springframework.boot.loader.net.protocol.nested.NestedUrlConnectionResources
1428:             1            160  org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext
1429:             2            160  org.springframework.data.redis.core.mapping.RedisMappingContext
1430:             5            160  org.springframework.expression.spel.SpelParserConfiguration
1431:             5            160  org.springframework.http.HttpStatus$Series
1432:             5            160  org.springframework.scheduling.support.ScheduledMethodRunnable
1433:             5            160  org.springframework.transaction.annotation.Isolation
1434:             5            160  org.springframework.util.unit.DataUnit
1435:             4            160  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry
1436:             1            160  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter
1437:             5            160  org.yaml.snakeyaml.DumperOptions$ScalarStyle
1438:             2            160  reactor.netty.transport.NameResolverProvider
1439:             4            160  sun.util.locale.provider.LocaleResources (java.base@25)
1440:             1            152  [Ljava.util.Set; (java.base@25)
1441:             1            152  com.baomidou.mybatisplus.autoconfigure.MybatisPlusProperties$CoreConfiguration
1442:             1            152  org.apache.catalina.core.StandardServer
1443:             1            152  org.apache.catalina.session.StandardManager
1444:             1            152  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedWebappClassLoader
1445:             5            144  [Lcom.esotericsoftware.kryo.serializers.FieldSerializer$CachedField;
1446:             2            144  [Lcom.fasterxml.jackson.core.JsonGenerator$Feature;
1447:             4            144  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@25)
1448:             2            144  [Ljava.math.BigDecimal; (java.base@25)
1449:             3            144  [Ljava.util.concurrent.TimeUnit; (java.base@25)
1450:             6            144  [Ljava.util.concurrent.atomic.AtomicReferenceArray; (java.base@25)
1451:             2            144  ch.qos.logback.classic.pattern.NamedConverter$NameCache
1452:             1            144  cn.dev33.satoken.config.SaTokenConfig
1453:             2            144  com.alibaba.fastjson2.reader.ObjectReaderImplList
1454:             1            144  com.alibaba.fastjson2.writer.OWG_3_9_RoomMemberDO
1455:             3            144  com.alibaba.fastjson2.writer.ObjectWriterImplList
1456:             6            144  com.esotericsoftware.kryo.util.Generics$GenericType
1457:             3            144  com.esotericsoftware.kryo.util.IntMap
1458:             6            144  com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility
1459:             6            144  com.fasterxml.jackson.core.JsonParser$NumberType
1460:             6            144  com.fasterxml.jackson.databind.ObjectMapper$DefaultTyping
1461:             9            144  com.fasterxml.jackson.databind.deser.BeanDeserializerFactory
1462:             9            144  com.fasterxml.jackson.databind.ser.BeanSerializerFactory
1463:             3            144  com.mysql.cj.protocol.StandardSocketFactory
1464:             3            144  com.mysql.cj.protocol.a.NativeSocketConnection
1465:             3            144  com.mysql.cj.protocol.a.authentication.AuthenticationKerberosClient
1466:             3            144  com.mysql.cj.protocol.a.authentication.AuthenticationLdapSaslClientPlugin
1467:             3            144  com.mysql.cj.protocol.a.authentication.AuthenticationOciClient
1468:             3            144  com.mysql.cj.protocol.a.authentication.CachingSha2PasswordPlugin
1469:             3            144  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management@25)
1470:             6            144  io.micrometer.core.instrument.Meter$Type
1471:             9            144  io.netty.handler.codec.http.DefaultHttpHeaders
1472:             9            144  io.netty.handler.codec.http.HttpMethod
1473:             6            144  io.netty.handler.codec.http.websocketx.WebSocket08FrameDecoder$State
1474:             6            144  jakarta.validation.executable.ExecutableType
1475:             6            144  java.lang.Thread$State (java.base@25)
1476:             6            144  java.lang.ThreadLocal$SuppliedThreadLocal (java.base@25)
1477:             2            144  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLL (java.base@25)
1478:             3            144  java.lang.invoke.VarHandleReferences$Array (java.base@25)
1479:             3            144  java.time.temporal.JulianFields$Field (java.base@25)
1480:             6            144  java.util.Date (java.base@25)
1481:             9            144  java.util.EnumMap$EntrySet (java.base@25)
1482:             3            144  java.util.concurrent.ConcurrentSkipListMap (java.base@25)
1483:             6            144  java.util.regex.Pattern$$Lambda/0x000000003103b448 (java.base@25)
1484:             3            144  javax.management.openmbean.TabularType (java.management@25)
1485:             6            144  jdk.internal.classfile.impl.UnboundAttribute$UnboundRuntimeVisibleAnnotationsAttribute (java.base@25)
1486:             6            144  jdk.internal.perf.PerfCounter (java.base@25)
1487:             9            144  jdk.proxy2.$Proxy150 (jdk.proxy2)
1488:             9            144  jdk.proxy2.$Proxy60 (jdk.proxy2)
1489:             9            144  jdk.proxy2.$Proxy78 (jdk.proxy2)
1490:             9            144  jdk.proxy2.$Proxy79 (jdk.proxy2)
1491:             9            144  jdk.proxy2.$Proxy98 (jdk.proxy2)
1492:             6            144  jdk.xml.internal.XMLSecurityPropertyManager (java.xml@25)
1493:             6            144  org.apache.coyote.http11.Http11InputBuffer$HeaderParsePosition
1494:             6            144  org.apache.coyote.http11.filters.ChunkedInputFilter$ParseState
1495:             6            144  org.apache.ibatis.mapping.SqlCommandType
1496:             6            144  org.apache.tomcat.util.http.parser.HttpHeaderParser$HeaderParsePosition
1497:             9            144  org.hibernate.validator.internal.engine.valueextraction.ArrayElement
1498:             6            144  org.hibernate.validator.internal.metadata.location.FieldConstraintLocation
1499:             6            144  org.hibernate.validator.internal.metadata.raw.ConstrainedElement$ConstrainedElementKind
1500:             6            144  org.jboss.logging.Logger$Level
1501:             6            144  org.redisson.client.protocol.pubsub.PubSubType
1502:             9            144  org.redisson.spring.data.connection.ScoredSortedSetReplayDecoder
1503:             6            144  org.springframework.boot.actuate.autoconfigure.health.OnEnabledHealthIndicatorCondition
1504:             6            144  org.springframework.boot.actuate.autoconfigure.info.OnEnabledInfoContributorCondition
1505:             6            144  org.springframework.boot.context.config.ConfigDataEnvironmentContributor$Kind
1506:             3            144  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor$ResourceElement
1507:             6            144  org.springframework.core.SerializableTypeWrapper$FieldTypeProvider
1508:             2            144  org.springframework.core.annotation.AnnotationAttributes
1509:             3            144  org.springframework.core.annotation.TypeMappedAnnotations
1510:             9            144  org.springframework.core.convert.TypeDescriptor$AnnotatedElementAdapter
1511:             6            144  org.springframework.data.redis.core.StreamObjectMapper$1
1512:             9            144  org.springframework.data.redis.serializer.DefaultRedisElementReader
1513:             9            144  org.springframework.data.redis.serializer.DefaultRedisElementWriter
1514:             9            144  org.springframework.data.redis.serializer.RedisSerializerToSerializationPairAdapter
1515:             6            144  org.springframework.util.ConcurrentLruCache$EvictionQueue
1516:             9            144  org.springframework.web.context.request.RequestScope
1517:             9            144  org.springframework.web.cors.DefaultCorsProcessor
1518:             2            144  org.springframework.web.reactive.function.client.DefaultWebClientBuilder
1519:             6            144  org.springframework.web.servlet.mvc.method.annotation.ServletModelAttributeMethodProcessor
1520:             6            144  org.springframework.web.servlet.resource.DefaultResourceResolverChain
1521:             6            144  sun.management.NotificationEmitterSupport$ListenerInfo (java.management@25)
1522:             1            144  sun.security.pkcs11.SunPKCS11 (jdk.crypto.cryptoki@25)
