31420:
 num     #instances         #bytes  class name (module)
3570:             1             32  org.redisson.liveobject.core.RedissonObjectBuilder
3571:             1             32  org.redisson.misc.RandomXoshiro256PlusPlus
3572:             2             32  org.redisson.spring.data.connection.GeoResultsDecoder
3573:             2             32  org.redisson.spring.data.connection.ObjectMapEntryReplayDecoder
3574:             2             32  org.redisson.spring.data.connection.PointDecoder
3575:             2             32  org.redisson.spring.data.connection.PropertiesListDecoder
3576:             2             32  org.redisson.spring.data.connection.ScoredSortedListReplayDecoder
3577:             2             32  org.redisson.spring.data.connection.ScoredSortedSingleBlockingReplayDecoder
3578:             2             32  org.redisson.spring.data.connection.SingleMapEntryDecoder
3579:             1             32  org.redisson.spring.starter.RedissonAutoConfigurationV2
3580:             2             32  org.slf4j.helpers.ThreadLocalMapOfStacks
3581:             1             32  org.springframework.aop.support.MethodMatchers$ClassFilterAwareUnionMethodMatcher
3582:             1             32  org.springframework.beans.factory.support.AbstractBeanFactory$BeanPostProcessorCache
3583:             1             32  org.springframework.beans.factory.support.BeanDefinitionDefaults
3584:             2             32  org.springframework.beans.factory.support.NullBean
3585:             1             32  org.springframework.boot.DefaultApplicationArguments$Source
3586:             2             32  org.springframework.boot.LazyInitializationExcludeFilter$$Lambda/0x00000000127671a0
3587:             1             32  org.springframework.boot.actuate.autoconfigure.endpoint.jmx.DefaultEndpointObjectNameFactory
3588:             1             32  org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointProperties
3589:             1             32  org.springframework.boot.actuate.autoconfigure.health.AutoConfiguredHealthContributorRegistry
3590:             1             32  org.springframework.boot.actuate.autoconfigure.health.AutoConfiguredReactiveHealthContributorRegistry
3591:             2             32  org.springframework.boot.actuate.autoconfigure.metrics.export.OnMetricsExportEnabledCondition
3592:             1             32  org.springframework.boot.actuate.autoconfigure.metrics.export.prometheus.PrometheusProperties
3593:             1             32  org.springframework.boot.actuate.autoconfigure.observation.ObservationProperties
3594:             1             32  org.springframework.boot.actuate.autoconfigure.web.server.ManagementContextAutoConfiguration$SameManagementContextConfiguration$1
3595:             1             32  org.springframework.boot.actuate.autoconfigure.web.server.ManagementServerProperties
3596:             1             32  org.springframework.boot.actuate.context.properties.ConfigurationPropertiesReportEndpoint
3597:             2             32  org.springframework.boot.actuate.endpoint.Sanitizer
3598:             1             32  org.springframework.boot.actuate.endpoint.jmx.EndpointMBean
3599:             1             32  org.springframework.boot.actuate.endpoint.jmx.annotation.JmxEndpointDiscoverer
3600:             2             32  org.springframework.boot.actuate.endpoint.web.WebServerNamespace
3601:             2             32  org.springframework.boot.actuate.health.SimpleStatusAggregator$StatusComparator
3602:             1             32  org.springframework.boot.actuate.jdbc.DataSourceHealthIndicator
3603:             1             32  org.springframework.boot.actuate.management.HeapDumpWebEndpoint
3604:             1             32  org.springframework.boot.actuate.metrics.data.MetricsRepositoryMethodInvocationListener
3605:             1             32  org.springframework.boot.actuate.metrics.export.prometheus.PrometheusOutputFormat$1
3606:             1             32  org.springframework.boot.actuate.metrics.export.prometheus.PrometheusOutputFormat$2
3607:             1             32  org.springframework.boot.actuate.metrics.export.prometheus.PrometheusOutputFormat$3
3608:             1             32  org.springframework.boot.actuate.metrics.startup.StartupTimeMetricsListener
3609:             2             32  org.springframework.boot.actuate.metrics.startup.StartupTimeMetricsListener$$Lambda/0x00000000127a0910
3610:             1             32  org.springframework.boot.actuate.system.DiskSpaceHealthIndicator
3611:             1             32  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport
3612:             2             32  org.springframework.boot.autoconfigure.condition.OnResourceCondition
3613:             1             32  org.springframework.boot.autoconfigure.jmx.JmxProperties
3614:             1             32  org.springframework.boot.autoconfigure.jmx.ParentAwareNamingStrategy
3615:             1             32  org.springframework.boot.autoconfigure.task.TaskExecutionProperties
3616:             1             32  org.springframework.boot.autoconfigure.task.TaskSchedulingProperties
3617:             1             32  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Accesslog
3618:             1             32  org.springframework.boot.autoconfigure.web.WebProperties$Resources
3619:             1             32  org.springframework.boot.autoconfigure.web.format.WebConversionService
3620:             1             32  org.springframework.boot.autoconfigure.web.servlet.MultipartProperties
3621:             1             32  org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryCustomizer
3622:             1             32  org.springframework.boot.autoconfigure.web.servlet.error.DefaultErrorViewResolver
3623:             1             32  org.springframework.boot.cloud.CloudPlatform$7
3624:             2             32  org.springframework.boot.context.config.ConfigData$AlwaysPropertySourceOptions
3625:             2             32  org.springframework.boot.context.properties.bind.BindConverter
3626:             1             32  org.springframework.boot.context.properties.bind.Binder
3627:             2             32  org.springframework.boot.convert.CharArrayFormatter
3628:             1             32  org.springframework.boot.convert.DurationStyle$1
3629:             1             32  org.springframework.boot.convert.DurationStyle$2
3630:             2             32  org.springframework.boot.convert.DurationToNumberConverter
3631:             2             32  org.springframework.boot.convert.DurationToStringConverter
3632:             2             32  org.springframework.boot.convert.InetAddressFormatter
3633:             2             32  org.springframework.boot.convert.InputStreamSourceToByteArrayConverter
3634:             2             32  org.springframework.boot.convert.IsoOffsetFormatter
3635:             2             32  org.springframework.boot.convert.LenientBooleanToEnumConverterFactory
3636:             2             32  org.springframework.boot.convert.LenientStringToEnumConverterFactory
3637:             2             32  org.springframework.boot.convert.NumberToDataSizeConverter
3638:             2             32  org.springframework.boot.convert.NumberToDurationConverter
3639:             2             32  org.springframework.boot.convert.NumberToPeriodConverter
3640:             2             32  org.springframework.boot.convert.PeriodToStringConverter
3641:             2             32  org.springframework.boot.convert.StringToFileConverter
3642:             1             32  org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource
3643:             2             32  org.springframework.boot.jdbc.metadata.CompositeDataSourcePoolMetadataProvider
3644:             2             32  org.springframework.boot.loader.net.protocol.nested.Handler
3645:             1             32  org.springframework.boot.logging.logback.ApplicationNameConverter
3646:             1             32  org.springframework.boot.logging.logback.LogbackLoggingSystem$1
3647:             1             32  org.springframework.boot.task.SimpleAsyncTaskSchedulerBuilder
3648:             1             32  org.springframework.boot.task.TaskSchedulerBuilder
3649:             1             32  org.springframework.boot.task.ThreadPoolTaskSchedulerBuilder
3650:             1             32  org.springframework.boot.web.embedded.tomcat.TomcatWebServer
3651:             1             32  org.springframework.boot.web.server.Compression
3652:             2             32  org.springframework.boot.web.server.MimeMappings
3653:             1             32  org.springframework.boot.web.servlet.context.ApplicationServletEnvironment
3654:             1             32  org.springframework.boot.web.servlet.server.Encoding
3655:             1             32  org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData
3656:             2             32  org.springframework.cglib.core.AbstractClassGenerator$Source
3657:             2             32  org.springframework.cglib.proxy.DispatcherGenerator
3658:             1             32  org.springframework.context.annotation.AnnotatedBeanDefinitionReader
3659:             2             32  org.springframework.context.annotation.ConditionEvaluator
3660:             1             32  org.springframework.context.annotation.ConfigurationClassParser$ImportStack
3661:             1             32  org.springframework.context.event.EventExpressionEvaluator
3662:             2             32  org.springframework.context.expression.BeanExpressionContextAccessor
3663:             2             32  org.springframework.context.expression.BeanFactoryAccessor
3664:             2             32  org.springframework.context.expression.EnvironmentAccessor
3665:             2             32  org.springframework.context.expression.MapAccessor
3666:             2             32  org.springframework.context.expression.StandardBeanExpressionResolver$$Lambda/0x00000000121ac748
3667:             1             32  org.springframework.context.support.DelegatingMessageSource
3668:             1             32  org.springframework.context.support.PropertySourcesPlaceholderConfigurer$1
3669:             2             32  org.springframework.core.annotation.MergedAnnotationPredicates$$Lambda/0x0000000012703490
3670:             1             32  org.springframework.core.annotation.TypeMappedAnnotations$Aggregate
3671:             2             32  org.springframework.core.convert.support.GenericConversionService$NoOpConverter
3672:             2             32  org.springframework.core.env.MutablePropertySources
3673:             1             32  org.springframework.core.env.SimpleCommandLinePropertySource
3674:             1             32  org.springframework.core.io.FileUrlResource
3675:             2             32  org.springframework.data.convert.DefaultTypeMapper$$Lambda/0x0000000012548b50
3676:             2             32  org.springframework.data.domain.ManagedTypes$$Lambda/0x0000000012542550
3677:             1             32  org.springframework.data.keyvalue.core.DefaultIdentifierGenerator
3678:             2             32  org.springframework.data.redis.connection.DefaultStringRedisConnection$TupleConverter
3679:             2             32  org.springframework.data.redis.connection.convert.MapConverter
3680:             1             32  org.springframework.data.redis.core.DefaultStreamOperations$5
3681:             2             32  org.springframework.data.redis.core.convert.BinaryConverters$StringToBytesConverter
3682:             2             32  org.springframework.data.redis.core.convert.KeyspaceConfiguration
3683:             1             32  org.springframework.data.redis.core.convert.PathIndexResolver
3684:             2             32  org.springframework.data.redis.core.index.IndexConfiguration
3685:             2             32  org.springframework.data.redis.core.mapping.RedisMappingContext$ConfigAwareKeySpaceResolver
3686:             1             32  org.springframework.data.redis.serializer.GenericJackson2JsonRedisSerializer
3687:             1             32  org.springframework.data.repository.support.DomainClassConverter
3688:             2             32  org.springframework.data.util.CustomCollections$SearchableTypes
3689:             2             32  org.springframework.expression.spel.support.StandardTypeConverter
3690:             2             32  org.springframework.http.client.observation.DefaultClientRequestObservationConvention
3691:             1             32  org.springframework.http.client.reactive.ReactorClientHttpConnector
3692:             2             32  org.springframework.http.codec.multipart.DefaultPartHttpMessageReader$$Lambda/0x00000000126c3050
3693:             2             32  org.springframework.http.codec.protobuf.ProtobufEncoder
3694:             2             32  org.springframework.http.codec.support.BaseCodecConfigurer$$Lambda/0x00000000126caea0
3695:             2             32  org.springframework.http.codec.support.BaseDefaultCodecs$$Lambda/0x00000000126c9bd8
3696:             2             32  org.springframework.http.server.PathContainer$Options
3697:             2             32  org.springframework.http.server.observation.DefaultServerRequestObservationConvention
3698:             1             32  org.springframework.jmx.export.assembler.MetadataMBeanInfoAssembler
3699:             2             32  org.springframework.objenesis.strategy.StdInstantiatorStrategy
3700:             1             32  org.springframework.scheduling.config.TaskSchedulerRouter
3701:             1             32  org.springframework.scheduling.support.SimpleTriggerContext
3702:             1             32  org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder
3703:             1             32  org.springframework.transaction.annotation.AnnotationTransactionAttributeSource
3704:             1             32  org.springframework.util.UnmodifiableMultiValueMap
3705:             1             32  org.springframework.util.backoff.FixedBackOff
3706:             2             32  org.springframework.validation.beanvalidation.MethodValidationAdapter$$Lambda/0x00000000123208e0
3707:             2             32  org.springframework.web.method.annotation.RequestParamMapMethodArgumentResolver
3708:             2             32  org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite
3709:             2             32  org.springframework.web.reactive.function.client.DefaultClientRequestObservationConvention
3710:             1             32  org.springframework.web.servlet.config.annotation.AsyncSupportConfigurer
3711:             2             32  org.springframework.web.servlet.mvc.condition.HeadersRequestCondition
3712:             1             32  org.springframework.web.servlet.mvc.condition.PatternsRequestCondition
3713:             2             32  org.springframework.web.servlet.mvc.method.annotation.JsonViewResponseBodyAdvice
3714:             2             32  org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMapMethodArgumentResolver
3715:             2             32  org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandler
3716:             2             32  org.springframework.web.servlet.mvc.method.annotation.PathVariableMapMethodArgumentResolver
3717:             2             32  org.springframework.web.servlet.mvc.method.annotation.RedirectAttributesMethodArgumentResolver
3718:             1             32  org.springframework.web.servlet.mvc.method.annotation.ServletCookieValueMethodArgumentResolver
3719:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewMethodReturnValueHandler
3720:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewNameMethodReturnValueHandler
3721:             1             32  org.springframework.web.servlet.view.BeanNameViewResolver
3722:             1             32  org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator
3723:             1             32  org.springframework.web.util.DefaultUriBuilderFactory
3724:             2             32  reactor.core.publisher.MonoCallable
3725:             1             32  reactor.core.publisher.SinkManySerialized
3726:             2             32  reactor.core.publisher.SinksSpecs$UnicastSpecImpl
3727:             1             32  reactor.core.scheduler.BoundedElasticScheduler$BoundedServices$1
3728:             1             32  reactor.core.scheduler.ReactorThreadFactory
3729:             1             32  reactor.netty.http.HttpResources
3730:             1             32  sun.management.MappedMXBeanType$InProgress (java.management@25)
3731:             2             32  sun.net.www.protocol.file.Handler (java.base@25)
3732:             2             32  sun.net.www.protocol.jrt.Handler (java.base@25)
3733:             1             32  sun.nio.ch.NativeThreadSet (java.base@25)
3734:             1             32  sun.nio.cs.ext.ExtendedCharsets (jdk.charsets@25)
3735:             1             24  [Lch.qos.logback.core.joran.spi.ConsoleTarget;
3736:             1             24  [Lch.qos.logback.core.rolling.SizeAndTimeBasedFileNamingAndTriggeringPolicy$Usage;
3737:             1             24  [Lch.qos.logback.core.subst.Node$Type;
3738:             1             24  [Lcom.baomidou.mybatisplus.core.enums.WrapperKeyword;
3739:             1             24  [Lcom.fasterxml.jackson.core.StreamWriteCapability;
3740:             1             24  [Lcom.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty$Type;
3741:             1             24  [Lcom.flashchat.chatservice.dao.enums.RoomMemberMuteStatusEnum;
3742:             1             24  [Lcom.flashchat.chatservice.dao.enums.RoomMemberRoleEnum;
3743:             1             24  [Lcom.flashchat.chatservice.service.persist.PersistResult$PersistMode;
3744:             1             24  [Lcom.flashchat.userservice.dao.enums.AccountStatusEnum;
3745:             1             24  [Lcom.github.benmanes.caffeine.cache.DisabledScheduler;
3746:             1             24  [Lcom.github.benmanes.caffeine.cache.SingletonWeigher;
3747:             1             24  [Lcom.github.benmanes.caffeine.cache.SystemTicker;
3748:             1             24  [Lcom.mysql.cj.conf.PropertyDefinitions$DatabaseTerm;
3749:             1             24  [Lcom.mysql.cj.protocol.Resultset$Concurrency;
3750:             1             24  [Lcom.mysql.cj.protocol.a.NativeConstants$StringLengthDataType;
3751:             1             24  [Lio.lettuce.core.event.jfr.NoOpEventRecorder;
3752:             1             24  [Lio.lettuce.core.resource.DefaultNettyCustomizer;
3753:             1             24  [Lio.lettuce.core.resource.DefaultThreadFactoryProvider;
3754:             1             24  [Lio.lettuce.core.resource.DnsResolvers;
3755:             1             24  [Lio.lettuce.core.resource.UnavailableResources;
3756:             1             24  [Lio.lettuce.core.tracing.NoOpTracing;
3757:             1             24  [Lio.micrometer.core.instrument.config.validate.InvalidReason;
3758:             1             24  [Lio.netty.buffer.PoolArena$SizeClass;
3759:             1             24  [Lio.netty.handler.codec.http.websocketx.WebSocketServerProtocolHandler$ServerHandshakeStateEvent;
3760:             1             24  [Lio.netty.handler.logging.ByteBufFormat;
3761:             1             24  [Lio.netty.resolver.dns.DnsNameResolverChannelStrategy;
3762:             1             24  [Ljava.io.File$PathStatus; (java.base@25)
3763:             1             24  [Ljava.lang.StackWalker$ExtendedOption; (java.base@25)
3764:             1             24  [Ljava.lang.management.MemoryType; (java.management@25)
3765:             1             24  [Ljava.net.InetSocketAddress; (java.base@25)
3766:             1             24  [Ljava.net.SocketAddress; (java.base@25)
3767:             1             24  [Ljava.nio.charset.spi.CharsetProvider; (java.base@25)
3768:             1             24  [Ljava.security.Security$SecPropLoader$LoadingMode; (java.base@25)
3769:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@25)
3770:             1             24  [Ljava.util.Comparators$NaturalOrderComparator; (java.base@25)
3771:             1             24  [Ljava.util.Locale$Category; (java.base@25)
3772:             1             24  [Ljava.util.jar.Manifest; (java.base@25)
3773:             1             24  [Lorg.apache.catalina.Service;
3774:             1             24  [Lorg.apache.catalina.WebResource;
3775:             1             24  [Lorg.apache.catalina.connector.Connector;
3776:             1             24  [Lorg.apache.catalina.mapper.Mapper$ContextVersion;
3777:             1             24  [Lorg.apache.catalina.mapper.Mapper$MappedContext;
3778:             1             24  [Lorg.apache.catalina.mapper.Mapper$MappedHost;
3779:             1             24  [Lorg.apache.ibatis.executor.ExecutionPlaceholder;
3780:             1             24  [Lorg.apache.ibatis.ognl.internal.entry.DeclaredMethodCacheEntry$MethodType;
3781:             1             24  [Lorg.apache.ibatis.plugin.Interceptor;
3782:             1             24  [Lorg.apache.ibatis.session.LocalCacheScope;
3783:             1             24  [Lorg.apache.tomcat.util.buf.UEncoder$SafeCharsSet;
3784:             1             24  [Lorg.apache.tomcat.util.http.CookiesWithoutEquals;
3785:             1             24  [Lorg.hibernate.validator.internal.metadata.core.ConstraintOrigin;
3786:             1             24  [Lorg.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl$ConstraintType;
3787:             1             24  [Lorg.redisson.client.handler.RedisChannelInitializer$Type;
3788:             1             24  [Lorg.redisson.config.Protocol;
3789:             1             24  [Lorg.redisson.config.SslProvider;
3790:             1             24  [Lorg.redisson.config.SubscriptionMode;
3791:             1             24  [Lorg.redisson.connection.ConnectionEventsHub$Status;
3792:             1             24  [Lorg.redisson.connection.NodeSource$Redirect;
3793:             1             24  [Lorg.slf4j.helpers.Reporter$TargetChoice;
3794:             1             24  [Lorg.springframework.boot.BootstrapRegistry$Scope;
3795:             1             24  [Lorg.springframework.boot.actuate.autoconfigure.metrics.export.prometheus.PrometheusProperties$HistogramFlavor;
3796:             1             24  [Lorg.springframework.boot.actuate.info.InfoPropertiesInfoContributor$Mode;
3797:             1             24  [Lorg.springframework.boot.autoconfigure.condition.ConditionMessage$Style;
3798:             1             24  [Lorg.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter;
3799:             1             24  [Lorg.springframework.boot.autoconfigure.reactor.ReactorProperties$ContextPropagationMode;
3800:             1             24  [Lorg.springframework.boot.autoconfigure.web.ServerProperties$Jetty$Accesslog$FORMAT;
3801:             1             24  [Lorg.springframework.boot.autoconfigure.web.WebProperties$LocaleResolver;
3802:             1             24  [Lorg.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$MatchingStrategy;
3803:             1             24  [Lorg.springframework.boot.availability.LivenessState;
3804:             1             24  [Lorg.springframework.boot.availability.ReadinessState;
3805:             1             24  [Lorg.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$Check;
3806:             1             24  [Lorg.springframework.boot.context.config.ConfigDataEnvironmentContributor$ImportPhase;
3807:             1             24  [Lorg.springframework.boot.context.config.ConfigDataNotFoundAction;
3808:             1             24  [Lorg.springframework.boot.context.config.LocationResourceLoader$ResourceType;
3809:             1             24  [Lorg.springframework.boot.context.config.Profiles$Type;
3810:             1             24  [Lorg.springframework.boot.context.properties.bind.BindMethod;
3811:             1             24  [Lorg.springframework.boot.convert.DurationStyle;
3812:             1             24  [Lorg.springframework.boot.web.server.Shutdown;
3813:             1             24  [Lorg.springframework.boot.web.servlet.server.Encoding$Type;
3814:             1             24  [Lorg.springframework.context.annotation.ConfigurationCondition$ConfigurationPhase;
3815:             1             24  [Lorg.springframework.core.NativeDetector$Context;
3816:             1             24  [Lorg.springframework.core.ResolvableType$WildcardBounds$Kind;
3817:             1             24  [Lorg.springframework.core.annotation.IntrospectionFailureLogger;
3818:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$DateToInstantConverter;
3819:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$DateToLocalDateConverter;
3820:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$DateToLocalDateTimeConverter;
3821:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$DateToLocalTimeConverter;
3822:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$DurationToStringConverter;
3823:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$InstantToDateConverter;
3824:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$InstantToLocalDateTimeConverter;
3825:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$LocalDateTimeToDateConverter;
3826:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$LocalDateTimeToInstantConverter;
3827:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$LocalDateToDateConverter;
3828:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$LocalTimeToDateConverter;
3829:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$PeriodToStringConverter;
3830:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToDurationConverter;
3831:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToInstantConverter;
3832:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToLocalDateConverter;
3833:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToLocalDateTimeConverter;
3834:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToPeriodConverter;
3835:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToZoneIdConverter;
3836:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$ZoneIdToStringConverter;
3837:             1             24  [Lorg.springframework.data.domain.Sort$Direction;
3838:             1             24  [Lorg.springframework.data.geo.format.DistanceFormatter;
3839:             1             24  [Lorg.springframework.data.geo.format.PointFormatter;
3840:             1             24  [Lorg.springframework.data.keyvalue.core.DefaultIdentifierGenerator;
3841:             1             24  [Lorg.springframework.data.projection.ProxyProjectionFactory$MapAccessingMethodInterceptorFactory;
3842:             1             24  [Lorg.springframework.data.projection.ProxyProjectionFactory$PropertyAccessingMethodInvokerFactory;
3843:             1             24  [Lorg.springframework.data.redis.connection.stream.StreamOffset;
3844:             1             24  [Lorg.springframework.data.redis.core.convert.MappingRedisConverter$NaturalOrderingKeyComparator;
3845:             1             24  [Lorg.springframework.data.redis.serializer.ByteArrayRedisSerializer;
3846:             1             24  [Lorg.springframework.data.repository.support.Repositories$EmptyRepositoryFactoryInformation;
3847:             1             24  [Lorg.springframework.data.util.NullableWrapperConverters$GuavaOptionalUnwrapper;
3848:             1             24  [Lorg.springframework.data.util.NullableWrapperConverters$Jdk8OptionalUnwrapper;
3849:             1             24  [Lorg.springframework.http.client.observation.ClientHttpObservationDocumentation$HighCardinalityKeyNames;
3850:             1             24  [Lorg.springframework.http.server.observation.ServerHttpObservationDocumentation$HighCardinalityKeyNames;
3851:             1             24  [Lorg.springframework.http.server.observation.ServerHttpObservationDocumentation;
3852:             1             24  [Lorg.springframework.scheduling.support.ScheduledTaskObservationDocumentation;
3853:             1             24  [Lorg.springframework.util.ConcurrentReferenceHashMap$ReferenceType;
3854:             1             24  [Lorg.springframework.util.ConcurrentReferenceHashMap$Restructure;
3855:             1             24  [Lorg.springframework.validation.DefaultMessageCodesResolver$Format;
3856:             1             24  [Lorg.springframework.web.reactive.function.client.ClientHttpObservationDocumentation$HighCardinalityKeyNames;
3857:             1             24  [Lorg.yaml.snakeyaml.DumperOptions$NonPrintableStyle;
3858:             1             24  [Lreactor.core.publisher.FluxCreate$CreateMode;
3859:             1             24  [[Ljava.lang.annotation.Annotation; (java.base@25)
3860:             1             24  ch.qos.logback.classic.BasicConfigurator
3861:             1             24  ch.qos.logback.classic.spi.LogbackServiceProvider
3862:             1             24  ch.qos.logback.classic.spi.TurboFilterList
3863:             1             24  ch.qos.logback.classic.util.LogbackMDCAdapter
3864:             1             24  ch.qos.logback.core.rolling.helper.RenameUtil
3865:             1             24  ch.qos.logback.core.spi.ContextAwareImpl
3866:             1             24  ch.qos.logback.core.util.ExecutorServiceUtil$1
3867:             1             24  cn.dev33.satoken.config.SaSignConfig
3868:             1             24  cn.dev33.satoken.interceptor.SaInterceptor
3869:             1             24  cn.dev33.satoken.spring.context.path.ApplicationContextPathLoading
3870:             1             24  cn.dev33.satoken.stp.StpLogic
3871:             1             24  com.alibaba.fastjson2.reader.ObjectReaderBaseModule
3872:             1             24  com.alibaba.fastjson2.reader.ObjectReaderCreator
3873:             1             24  com.alibaba.fastjson2.reader.ObjectReaderCreatorASM
3874:             1             24  com.alibaba.fastjson2.writer.ObjectWriterBaseModule
3875:             1             24  com.alibaba.fastjson2.writer.ObjectWriterCreator
3876:             1             24  com.alibaba.fastjson2.writer.ObjectWriterCreatorASM
3877:             1             24  com.alibaba.ttl.TransmittableThreadLocal
3878:             1             24  com.esotericsoftware.minlog.Log$Logger
3879:             1             24  com.fasterxml.classmate.AnnotationConfiguration$StdConfiguration
3880:             1             24  com.fasterxml.classmate.util.LRUTypeCache
3881:             1             24  com.fasterxml.jackson.annotation.JsonFormat$Features
3882:             1             24  com.fasterxml.jackson.annotation.JsonIgnoreProperties$Value
3883:             1             24  com.fasterxml.jackson.annotation.JsonSetter$Value
3884:             1             24  com.fasterxml.jackson.core.ErrorReportConfiguration
3885:             1             24  com.fasterxml.jackson.core.util.MinimalPrettyPrinter
3886:             1             24  com.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty
3887:             1             24  com.fasterxml.jackson.databind.ObjectWriter$Prefetch
3888:             1             24  com.fasterxml.jackson.databind.cfg.ContextAttributes$Impl
3889:             1             24  com.fasterxml.jackson.databind.cfg.DefaultCacheProvider
3890:             1             24  com.fasterxml.jackson.databind.deser.impl.FailingDeserializer
3891:             1             24  com.fasterxml.jackson.databind.deser.impl.TypeWrappedDeserializer
3892:             1             24  com.fasterxml.jackson.databind.deser.std.NumberDeserializers$NumberDeserializer
3893:             1             24  com.fasterxml.jackson.databind.deser.std.StringDeserializer
3894:             1             24  com.fasterxml.jackson.databind.deser.std.UntypedObjectDeserializerNR
3895:             1             24  com.fasterxml.jackson.databind.ext.OptionalHandlerFactory
3896:             1             24  com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector
3897:             1             24  com.fasterxml.jackson.databind.ser.impl.FailingSerializer
3898:             1             24  com.fasterxml.jackson.databind.ser.impl.StringCollectionSerializer
3899:             1             24  com.fasterxml.jackson.databind.ser.impl.TypeWrappedSerializer
3900:             1             24  com.fasterxml.jackson.databind.ser.std.StdArraySerializers$BooleanArraySerializer
3901:             1             24  com.fasterxml.jackson.databind.ser.std.StdArraySerializers$DoubleArraySerializer
3902:             1             24  com.fasterxml.jackson.databind.ser.std.StdArraySerializers$FloatArraySerializer
3903:             1             24  com.fasterxml.jackson.databind.ser.std.StdArraySerializers$IntArraySerializer
3904:             1             24  com.fasterxml.jackson.databind.ser.std.StdArraySerializers$LongArraySerializer
3905:             1             24  com.fasterxml.jackson.databind.ser.std.StdArraySerializers$ShortArraySerializer
3906:             1             24  com.fasterxml.jackson.databind.ser.std.UUIDSerializer
3907:             1             24  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$DrainStatus$1
3908:             1             24  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$DrainStatus$2
3909:             1             24  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$DrainStatus$3
3910:             1             24  com.flashchat.cache.MultistageCacheProxy
3911:             1             24  com.flashchat.cache.StringRedisTemplateProxy
3912:             1             24  com.flashchat.cache.config.RedisDistributedProperties$RedisProperties
3913:             1             24  com.flashchat.chatservice.audit.AuditProperties
3914:             1             24  com.flashchat.chatservice.audit.AuditProperties$ContentLengthConfig
3915:             1             24  com.flashchat.chatservice.config.AsyncConfiguration$$SpringCGLIB$$FastClass$$0
3916:             1             24  com.flashchat.chatservice.config.AsyncConfiguration$$SpringCGLIB$$FastClass$$1
3917:             1             24  com.flashchat.chatservice.config.DataBaseConfiguration$$SpringCGLIB$$FastClass$$0
3918:             1             24  com.flashchat.chatservice.config.DataBaseConfiguration$$SpringCGLIB$$FastClass$$1
3919:             1             24  com.flashchat.chatservice.config.RoomMemberCountReconcileJob
3920:             1             24  com.flashchat.chatservice.config.UnreadCleanupJob
3921:             1             24  com.flashchat.chatservice.config.WebSocketThreadPoolConfig$$SpringCGLIB$$FastClass$$0
3922:             1             24  com.flashchat.chatservice.config.WebSocketThreadPoolConfig$$SpringCGLIB$$FastClass$$1
3923:             1             24  com.flashchat.chatservice.delay.RoomExpireCompensateJob
3924:             1             24  com.flashchat.chatservice.listener.UserEventListener
3925:             1             24  com.flashchat.chatservice.ratelimit.RedisMessageRateLimiter
