31420:
 num     #instances         #bytes  class name (module)
1975:             1             88  [Lorg.springframework.boot.ansi.AnsiColor;
1976:             4             88  [Lorg.springframework.boot.context.config.ConfigDataEnvironmentContributors$BinderOption;
1977:             2             88  [Lsun.security.jca.ProviderConfig; (java.base@25)
1978:             1             88  [[I (java.base@25)
1979:             1             88  ch.qos.logback.core.rolling.RollingFileAppender
1980:             1             88  ch.qos.logback.core.rolling.SizeAndTimeBasedRollingPolicy
1981:             1             88  com.alibaba.fastjson2.util.DynamicClassLoader
1982:             1             88  com.flashchat.chatservice.service.impl.ChatServiceImpl
1983:             1             88  com.flashchat.gameservice.service.impl.GameRoomServiceImpl$$SpringCGLIB$$0
1984:             1             88  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLLL (java.base@25)
1985:             1             88  org.apache.catalina.core.StandardService
1986:             1             88  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping
1987:             1             88  org.springframework.boot.autoconfigure.web.servlet.WelcomePageNotAcceptableHandlerMapping
1988:             1             88  org.springframework.data.redis.connection.DefaultStringRedisConnection
1989:             1             88  org.springframework.data.redis.listener.RedisMessageListenerContainer
1990:             1             88  org.springframework.jmx.export.annotation.AnnotationMBeanExporter
1991:             1             88  org.springframework.web.servlet.function.support.RouterFunctionMapping
1992:             1             88  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
1993:             4             80  [Lch.qos.logback.core.filter.Filter;
1994:             1             80  [Lcom.alibaba.fastjson2.JSONFactory$CacheItem;
1995:             2             80  [Lcom.baomidou.mybatisplus.annotation.FieldStrategy;
1996:             2             80  [Lcom.baomidou.mybatisplus.annotation.IdType;
1997:             2             80  [Lcom.fasterxml.jackson.databind.cfg.JsonNodeFeature;
1998:             1             80  [Lio.netty.handler.codec.http.HttpMethod$EnumNameMap$Node;
1999:             2             80  [Lio.netty.handler.codec.http.HttpStatusClass;
2000:             2             80  [Ljakarta.servlet.DispatcherType;
2001:             2             80  [Ljakarta.validation.executable.ExecutableType;
2002:             1             80  [Ljakarta.websocket.CloseReason$CloseCodes;
2003:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@25)
2004:             4             80  [Ljava.nio.file.attribute.FileAttribute; (java.base@25)
2005:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@25)
2006:             1             80  [Ljdk.xml.internal.XMLSecurityManager$Limit; (java.xml@25)
2007:             2             80  [Lorg.hibernate.validator.internal.metadata.raw.ConstrainedElement$ConstrainedElementKind;
2008:             2             80  [Lorg.redisson.client.protocol.pubsub.PubSubType;
2009:             2             80  [Lorg.springframework.context.annotation.FilterType;
2010:             2             80  [Lorg.springframework.data.redis.connection.RedisZSetCommands$ZAddArgs$Flag;
2011:             2             80  [Lorg.springframework.http.HttpStatus$Series;
2012:             2             80  [Lorg.springframework.transaction.annotation.Isolation;
2013:             2             80  [[Ljava.lang.invoke.MethodHandle; (java.base@25)
2014:             2             80  ch.qos.logback.classic.filter.ThresholdFilter
2015:             2             80  ch.qos.logback.classic.pattern.DateConverter
2016:             1             80  ch.qos.logback.core.rolling.SizeAndTimeBasedFileNamingAndTriggeringPolicy
2017:             2             80  com.esotericsoftware.kryo.serializers.FieldSerializer
2018:             2             80  com.esotericsoftware.kryo.util.DefaultGenerics
2019:             2             80  com.esotericsoftware.kryo.util.IdentityMap
2020:             2             80  com.fasterxml.jackson.databind.deser.std.NumberDeserializers$BooleanDeserializer
2021:             2             80  com.fasterxml.jackson.databind.deser.std.NumberDeserializers$DoubleDeserializer
2022:             2             80  com.fasterxml.jackson.databind.deser.std.NumberDeserializers$IntegerDeserializer
2023:             2             80  com.fasterxml.jackson.databind.deser.std.NumberDeserializers$LongDeserializer
2024:             2             80  com.fasterxml.jackson.datatype.jsr310.deser.LocalDateTimeDeserializer
2025:             2             80  com.fasterxml.jackson.datatype.jsr310.deser.LocalTimeDeserializer
2026:             2             80  com.fasterxml.jackson.datatype.jsr310.ser.LocalDateSerializer
2027:             2             80  com.fasterxml.jackson.datatype.jsr310.ser.LocalTimeSerializer
2028:             2             80  com.sun.beans.util.Cache$Kind$Soft (java.desktop@25)
2029:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@25)
2030:             2             80  io.lettuce.core.metrics.MicrometerOptions
2031:             2             80  io.lettuce.core.metrics.MicrometerOptions$Builder
2032:             1             80  io.lettuce.core.resource.DefaultClientResources
2033:             2             80  io.netty.buffer.ReadOnlyByteBuf
2034:             2             80  io.netty.handler.codec.http.HttpVersion
2035:             2             80  io.netty.util.ResourceLeakDetector
2036:             5             80  io.netty.util.concurrent.MultithreadEventExecutorGroup$1
2037:             5             80  io.netty.util.concurrent.ThreadPerTaskExecutor
2038:             2             80  java.io.BufferedWriter (java.base@25)
2039:             2             80  java.io.PrintStream (java.base@25)
2040:             2             80  java.lang.ModuleLayer (java.base@25)
2041:             2             80  java.lang.StackWalker (java.base@25)
2042:             2             80  java.lang.ThreadBuilders$VirtualThreadFactory (java.base@25)
2043:             2             80  java.lang.module.Configuration (java.base@25)
2044:             2             80  java.time.format.DateTimeFormatterBuilder$ZoneTextPrinterParser (java.base@25)
2045:             1             80  java.util.zip.ZipFile$Source (java.base@25)
2046:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@25)
2047:             5             80  jdk.internal.module.ServicesCatalog (java.base@25)
2048:             2             80  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@25)
2049:             5             80  jdk.internal.util.Preconditions$4 (java.base@25)
2050:             5             80  jdk.proxy2.$Proxy117 (jdk.proxy2)
2051:             5             80  jdk.proxy2.$Proxy161 (jdk.proxy2)
2052:             5             80  jdk.proxy2.$Proxy46 (jdk.proxy2)
2053:             5             80  jdk.proxy2.$Proxy56 (jdk.proxy2)
2054:             5             80  jdk.proxy2.$Proxy70 (jdk.proxy2)
2055:             5             80  jdk.proxy2.$Proxy80 (jdk.proxy2)
2056:             5             80  jdk.proxy2.$Proxy97 (jdk.proxy2)
2057:             1             80  org.apache.catalina.startup.Tomcat$SimpleRealm
2058:             1             80  org.apache.catalina.webresources.StandardRoot
2059:             1             80  org.apache.coyote.RequestGroupInfo
2060:             1             80  org.apache.ibatis.ognl.OgnlCache
2061:             1             80  org.mybatis.spring.mapper.MapperScannerConfigurer
2062:             2             80  org.redisson.client.handler.ConnectionWatchdog
2063:             2             80  org.redisson.client.handler.RedisChannelInitializer
2064:             5             80  org.redisson.client.protocol.convertor.BooleanNullSafeReplayConvertor
2065:             5             80  org.redisson.client.protocol.decoder.ScoredSortedSetReplayDecoderV2
2066:             2             80  org.springframework.boot.actuate.endpoint.jmx.annotation.DiscoveredJmxOperation
2067:             2             80  org.springframework.boot.autoconfigure.data.redis.RedisProperties$Pool
2068:             1             80  org.springframework.boot.autoconfigure.web.ServerProperties
2069:             1             80  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration
2070:             2             80  org.springframework.boot.context.config.Profiles$Type
2071:             2             80  org.springframework.boot.convert.ApplicationConversionService
2072:             1             80  org.springframework.boot.loader.net.protocol.jar.JarUrlConnection
2073:             1             80  org.springframework.context.support.PropertySourcesPlaceholderConfigurer
2074:             5             80  org.springframework.core.serializer.DefaultDeserializer
2075:             5             80  org.springframework.core.serializer.DefaultSerializer
2076:             5             80  org.springframework.core.serializer.support.DeserializingConverter
2077:             5             80  org.springframework.core.serializer.support.SerializingConverter
2078:             5             80  org.springframework.data.mapping.model.SimpleTypeHolder
2079:             2             80  org.springframework.data.projection.SpelAwareProxyProjectionFactory
2080:             5             80  org.springframework.expression.spel.standard.SpelExpressionParser
2081:             2             80  org.springframework.expression.spel.support.ReflectivePropertyAccessor
2082:             2             80  org.springframework.http.codec.json.Jackson2JsonEncoder
2083:             2             80  org.springframework.http.codec.multipart.MultipartHttpMessageWriter
2084:             2             80  org.springframework.http.codec.xml.Jaxb2XmlDecoder
2085:             5             80  org.springframework.scheduling.annotation.ScheduledAnnotationBeanPostProcessor$$Lambda/0x0000000012448000
2086:             2             80  org.springframework.scheduling.concurrent.ExecutorLifecycleDelegate
2087:             1             80  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor$1
2088:             1             80  org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler$1
2089:             5             80  org.springframework.web.accept.HeaderContentNegotiationStrategy
2090:             2             80  org.springframework.web.method.ControllerAdviceBean
2091:             1             80  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
2092:             5             80  reactor.core.Disposables$AlwaysDisposable
2093:             1             80  reactor.netty.resources.ConnectionProvider$Builder
2094:             1             80  reactor.netty.resources.PooledConnectionProvider$PoolFactory
2095:             2             80  sun.management.MemoryManagerImpl (java.management@25)
2096:             1             80  sun.net.www.protocol.jar.URLJarFile (java.base@25)
2097:             2             80  sun.nio.ch.ServerSocketAdaptor (java.base@25)
2098:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@25)
2099:             1             80  sun.util.locale.provider.FallbackLocaleProviderAdapter (java.base@25)
2100:             1             72  [Lcom.fasterxml.jackson.core.JsonToken;
2101:             1             72  [Lcom.fasterxml.jackson.databind.type.LogicalType;
2102:             3             72  [Lcom.github.benmanes.caffeine.cache.Buffer;
2103:             1             72  [Lcom.sun.org.apache.xml.internal.dtm.ref.ExtendedType; (java.xml@25)
2104:             3             72  [Ljakarta.validation.constraintvalidation.ValidationTarget;
2105:             3             72  [Ljava.util.concurrent.ConcurrentHashMap$CounterCell; (java.base@25)
2106:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@25)
2107:             1             72  [Lorg.apache.coyote.AsyncStateMachine$AsyncState;
2108:             1             72  [Lorg.springframework.boot.logging.LoggingSystemProperty;
2109:             3             72  [Lorg.springframework.core.annotation.MergedAnnotation$Adapt;
2110:             2             72  [[Ljava.lang.String; (java.base@25)
2111:             3             72  ch.qos.logback.classic.spi.Configurator$ExecutionStatus
2112:             3             72  ch.qos.logback.core.pattern.FormatInfo
2113:             3             72  ch.qos.logback.core.rolling.helper.CompressionMode
2114:             3             72  ch.qos.logback.core.spi.FilterReply
2115:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
2116:             3             72  ch.qos.logback.core.util.FileSize
2117:             3             72  com.alibaba.fastjson2.util.ParameterizedTypeImpl
2118:             1             72  com.baomidou.mybatisplus.core.config.GlobalConfig$DbConfig
2119:             3             72  com.fasterxml.jackson.core.Base64Variant$PaddingReadBehaviour
2120:             1             72  com.fasterxml.jackson.core.util.InternCache
2121:             3             72  com.fasterxml.jackson.databind.annotation.JsonSerialize$Typing
2122:             3             72  com.fasterxml.jackson.databind.jsontype.PolymorphicTypeValidator$Validity
2123:             3             72  com.fasterxml.jackson.databind.ser.std.NumberSerializer
2124:             3             72  com.fasterxml.jackson.databind.util.AccessPattern
2125:             1             72  com.fasterxml.jackson.module.paramnames.ParameterNamesModule
2126:             3             72  com.flashchat.cache.config.RedisDistributedProperties$CacheDomainProperties
2127:             3             72  com.flashchat.chatservice.ratelimit.RateLimitProperties$DimensionConfig
2128:             1             72  com.flashchat.chatservice.service.impl.MessageSideEffectServiceImpl
2129:             1             72  com.flashchat.chatservice.service.impl.RoomMemberServiceImpl$$SpringCGLIB$$0
2130:             1             72  com.flashchat.gameservice.listener.GameEventListener$$SpringCGLIB$$0
2131:             1             72  com.flashchat.gameservice.service.impl.GamePlayServiceImpl
2132:             1             72  com.flashchat.gameservice.service.impl.WordPairServiceImpl$$SpringCGLIB$$0
2133:             1             72  com.flashchat.userservice.service.impl.InviteCodeServiceImpl$$SpringCGLIB$$0
2134:             3             72  com.github.benmanes.caffeine.cache.BoundedBuffer
2135:             3             72  com.github.benmanes.caffeine.cache.BoundedLocalCache$BoundedLocalManualCache
2136:             3             72  com.github.benmanes.caffeine.cache.BoundedLocalCache$PerformCleanupTask
2137:             3             72  com.github.benmanes.caffeine.cache.TimerWheel
2138:             1             72  com.github.benmanes.caffeine.cache.stats.CacheStats
2139:             3             72  com.mysql.cj.Query$CancelStatus
2140:             3             72  com.mysql.cj.conf.PropertyDefinitions$Compression
2141:             3             72  com.mysql.cj.conf.PropertyDefinitions$ZeroDatetimeBehavior
2142:             3             72  com.mysql.cj.jdbc.JdbcPropertySetImpl
2143:             3             72  com.mysql.cj.protocol.NetworkResources
2144:             3             72  com.mysql.cj.protocol.a.NativeConstants$StringSelfDataType
2145:             3             72  com.mysql.cj.protocol.a.NativeServerSessionStateController
2146:             3             72  com.mysql.cj.protocol.a.ResultsetRowReader
2147:             3             72  com.mysql.cj.protocol.a.TimeTrackingPacketReader
2148:             3             72  com.mysql.cj.protocol.a.authentication.AuthenticationFidoClient
2149:             3             72  com.mysql.cj.protocol.a.authentication.MysqlClearPasswordPlugin
2150:             3             72  com.mysql.cj.protocol.a.authentication.MysqlNativePasswordPlugin
2151:             3             72  com.mysql.cj.protocol.a.authentication.MysqlOldPasswordPlugin
2152:             3             72  com.sun.jndi.toolkit.url.Uri$ParseMode (java.naming@25)
2153:             3             72  com.zaxxer.hikari.pool.HikariPool$MaxLifetimeTask
2154:             3             72  com.zaxxer.hikari.util.FastList
2155:             3             72  com.zaxxer.hikari.util.UtilityElf$DefaultThreadFactory
2156:             3             72  io.lettuce.core.resource.EventLoopResourcesWrapper
2157:             3             72  io.micrometer.core.instrument.binder.cache.CaffeineCacheMetrics
2158:             3             72  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$$Lambda/0x00000000127772c0
2159:             3             72  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$GcGenerationAge
2160:             3             72  io.micrometer.core.instrument.binder.jvm.JvmHeapPressureMetrics$$Lambda/0x0000000012762d78
2161:             3             72  io.micrometer.core.instrument.config.MeterFilterReply
2162:             3             72  io.netty.channel.ChannelMetadata
2163:             3             72  io.netty.resolver.dns.DefaultAuthoritativeDnsServerCache$1
2164:             3             72  io.netty.resolver.dns.DefaultDnsCache$1
2165:             3             72  io.netty.resolver.dns.DefaultDnsCnameCache
2166:             3             72  io.netty.resolver.dns.DefaultDnsCnameCache$1
2167:             3             72  jakarta.servlet.SessionTrackingMode
2168:             3             72  jakarta.validation.ConstraintTarget
2169:             3             72  jakarta.validation.metadata.ValidateUnwrappedValue
2170:             1             72  java.beans.PropertyDescriptor (java.desktop@25)
2171:             3             72  java.lang.StackStreamFactory$WalkerState (java.base@25)
2172:             3             72  java.lang.String$$StringConcat/0x0000000012408800 (java.base@25)
2173:             3             72  java.lang.WeakPairMap (java.base@25)
2174:             3             72  java.lang.annotation.RetentionPolicy (java.base@25)
2175:             3             72  java.lang.classfile.ClassFile$StackMapsOption (java.base@25)
2176:             3             72  java.lang.invoke.MethodHandleImpl$ArrayAccess (java.base@25)
2177:             3             72  java.net.Proxy$Type (java.base@25)
2178:             3             72  java.net.Socket$SocketInputStream (java.base@25)
2179:             3             72  java.net.Socket$SocketOutputStream (java.base@25)
2180:             3             72  java.net.StandardProtocolFamily (java.base@25)
2181:             3             72  java.security.DrbgParameters$Capability (java.base@25)
2182:             3             72  java.security.SecurityPermission (java.base@25)
2183:             3             72  java.time.format.ResolverStyle (java.base@25)
2184:             3             72  java.util.Base64$Encoder (java.base@25)
2185:             3             72  java.util.Comparator$$Lambda/0x00000000125ebce0 (java.base@25)
2186:             3             72  java.util.concurrent.Executors$DefaultThreadFactory (java.base@25)
2187:             3             72  java.util.concurrent.SynchronousQueue$Transferer (java.base@25)
2188:             3             72  java.util.regex.Pattern$Neg (java.base@25)
2189:             3             72  java.util.stream.Collector$Characteristics (java.base@25)
2190:             1             72  javax.management.modelmbean.ModelMBeanInfoSupport (java.management@25)
2191:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@25)
2192:             3             72  jdk.internal.module.ModuleBootstrap$IllegalNativeAccess (java.base@25)
2193:             3             72  jdk.internal.ref.CleanerImpl$CleanableList$Node (java.base@25)
2194:             3             72  jdk.xml.internal.XMLSecurityManager$Processor (java.xml@25)
2195:             3             72  org.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight
2196:             1             72  org.apache.catalina.core.StandardWrapperValve
2197:             1             72  org.apache.catalina.webresources.DirResourceSet
2198:             3             72  org.apache.coyote.http11.Http11InputBuffer$HeaderParseStatus
2199:             3             72  org.apache.ibatis.mapping.ParameterMode
2200:             3             72  org.apache.ibatis.mapping.StatementType
2201:             3             72  org.apache.ibatis.ognl.internal.entry.DeclaredMethodCacheEntry
2202:             3             72  org.apache.ibatis.session.AutoMappingBehavior
2203:             3             72  org.apache.ibatis.session.ExecutorType
2204:             3             72  org.apache.ibatis.type.ByteTypeHandler
2205:             3             72  org.apache.ibatis.type.DoubleTypeHandler
2206:             3             72  org.apache.ibatis.type.FloatTypeHandler
2207:             3             72  org.apache.ibatis.type.IntegerTypeHandler
2208:             3             72  org.apache.ibatis.type.LongTypeHandler
2209:             3             72  org.apache.ibatis.type.ShortTypeHandler
2210:             3             72  org.apache.tomcat.util.http.parser.HttpHeaderParser$HeaderParseStatus
2211:             3             72  org.apache.tomcat.util.http.parser.SkipResult
2212:             3             72  org.apache.tomcat.util.log.UserDataHelper$Mode
2213:             3             72  org.apache.tomcat.util.net.SendfileState
2214:             3             72  org.apache.tomcat.util.threads.InlineExecutorService
2215:             3             72  org.hibernate.validator.constraints.CompositionType
2216:             3             72  org.hibernate.validator.internal.engine.constraintvalidation.SimpleConstraintTree
2217:             3             72  org.hibernate.validator.internal.metadata.location.FieldConstraintLocation
2218:             3             72  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType
2219:             3             72  org.redisson.api.NodeType
2220:             3             72  org.redisson.client.ChannelName
2221:             3             72  org.redisson.client.RedisConnection$Status
2222:             1             72  org.redisson.client.RedisPubSubConnection
2223:             1             72  org.redisson.client.handler.CommandPubSubDecoder
2224:             3             72  org.redisson.codec.Kryo5Codec$2
2225:             3             72  org.redisson.codec.Kryo5Codec$3
2226:             3             72  org.redisson.config.ReadMode
2227:             3             72  org.redisson.liveobject.core.RedissonObjectBuilder$ReferenceType
2228:             1             72  org.redisson.pubsub.PublishSubscribeService
2229:             3             72  org.springframework.aop.framework.JdkDynamicAopProxy
2230:             3             72  org.springframework.aop.framework.JdkDynamicAopProxy$ProxiedInterfacesCache
2231:             1             72  org.springframework.aop.framework.autoproxy.InfrastructureAdvisorAutoProxyCreator
2232:             3             72  org.springframework.aop.support.annotation.AnnotationClassFilter
2233:             3             72  org.springframework.beans.factory.config.YamlProcessor$ResolutionMethod
2234:             3             72  org.springframework.boot.Banner$Mode
2235:             3             72  org.springframework.boot.WebApplicationType
2236:             3             72  org.springframework.boot.actuate.autoconfigure.metrics.MeterRegistryPostProcessor$CompositeMeterRegistries
2237:             3             72  org.springframework.boot.actuate.autoconfigure.web.ManagementContextType
2238:             3             72  org.springframework.boot.actuate.autoconfigure.web.server.ManagementPortType
2239:             3             72  org.springframework.boot.actuate.endpoint.OperationType
2240:             3             72  org.springframework.boot.actuate.endpoint.Show
2241:             3             72  org.springframework.boot.actuate.endpoint.annotation.EndpointDiscoverer$$Lambda/0x0000000012436108
2242:             3             72  org.springframework.boot.actuate.endpoint.web.WebEndpointHttpMethod
2243:             3             72  org.springframework.boot.ansi.AnsiOutput$Enabled
2244:             3             72  org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type
2245:             3             72  org.springframework.boot.autoconfigure.condition.SearchStrategy
2246:             1             72  org.springframework.boot.autoconfigure.data.redis.RedisProperties
2247:             1             72  org.springframework.boot.autoconfigure.jackson.JacksonProperties
2248:             3             72  org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeAttribute
2249:             1             72  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow
2250:             3             72  org.springframework.boot.context.config.ConfigData$Option
2251:             3             72  org.springframework.boot.context.properties.source.ConfigurationPropertyName$Form
2252:             3             72  org.springframework.boot.context.properties.source.ConfigurationPropertyState
2253:             1             72  org.springframework.boot.jackson.JsonComponentModule
2254:             1             72  org.springframework.boot.jackson.JsonMixinModule
2255:             3             72  org.springframework.boot.loader.zip.ZipContent$Kind
2256:             3             72  org.springframework.boot.loader.zip.ZipString$CompareType
2257:             3             72  org.springframework.boot.sql.init.DatabaseInitializationMode
2258:             3             72  org.springframework.context.annotation.AnnotationScopeMetadataResolver
2259:             1             72  org.springframework.context.annotation.ClassPathBeanDefinitionScanner
2260:             3             72  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor$1
2261:             1             72  org.springframework.context.annotation.ConfigurationClassPostProcessor
2262:             3             72  org.springframework.core.annotation.PackagesAnnotationFilter
2263:             3             72  org.springframework.core.io.support.EncodedResource
2264:             3             72  org.springframework.data.convert.CustomConversions$ConverterRegistrationIntent$ConverterOrigin
2265:             3             72  org.springframework.data.convert.PropertyValueConverterFactories$CachingPropertyValueConverterFactory
2266:             3             72  org.springframework.data.convert.PropertyValueConverterFactories$CachingPropertyValueConverterFactory$Cache
2267:             3             72  org.springframework.data.convert.SimplePropertyValueConversions
2268:             1             72  org.springframework.data.geo.GeoModule
2269:             3             72  org.springframework.data.redis.core.RedisKeyValueAdapter$EnableKeyspaceEvents
2270:             3             72  org.springframework.data.redis.core.RedisKeyValueAdapter$ShadowCopy
2271:             3             72  org.springframework.data.repository.config.BootstrapMode
2272:             3             72  org.springframework.data.repository.query.QueryLookupStrategy$Key
2273:             3             72  org.springframework.data.util.NullableWrapperConverters$WrapperType$Cardinality
2274:             1             72  org.springframework.data.web.config.SpringDataJacksonConfiguration$PageModule
2275:             3             72  org.springframework.expression.TypedValue
2276:             3             72  org.springframework.expression.spel.SpelCompilerMode
2277:             3             72  org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type
2278:             3             72  org.springframework.http.converter.ByteArrayHttpMessageConverter
2279:             3             72  org.springframework.jmx.support.RegistrationPolicy
2280:             3             72  org.springframework.util.ConcurrentLruCache$CacheEntryState
2281:             3             72  org.springframework.web.context.request.async.WebAsyncManager$State
2282:             3             72  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
2283:             3             72  org.springframework.web.servlet.mvc.condition.ConsumesRequestCondition
2284:             3             72  org.springframework.web.servlet.mvc.condition.ConsumesRequestCondition$ConsumeMediaTypeExpression
2285:             3             72  org.springframework.web.servlet.mvc.method.annotation.RequestAttributeMethodArgumentResolver
2286:             3             72  org.springframework.web.servlet.mvc.method.annotation.SessionAttributeMethodArgumentResolver
2287:             3             72  org.springframework.web.servlet.resource.DefaultResourceTransformerChain
2288:             3             72  org.yaml.snakeyaml.comments.CommentType
2289:             3             72  org.yaml.snakeyaml.introspector.BeanAccess
2290:             3             72  reactor.core.scheduler.SchedulerState
2291:             3             72  reactor.netty.http.HttpProtocol
2292:             3             72  reactor.netty.transport.logging.AdvancedByteBufFormat
2293:             3             72  sun.management.ManagementFactoryHelper$1 (java.management@25)
2294:             2             64  [Lcom.baomidou.mybatisplus.annotation.FieldFill;
2295:             4             64  [Lcom.fasterxml.classmate.ResolvedType;
2296:             1             64  [Lcom.fasterxml.jackson.annotation.JsonFormat$Feature;
2297:             1             64  [Lcom.fasterxml.jackson.annotation.JsonFormat$Shape;
2298:             2             64  [Lcom.fasterxml.jackson.annotation.JsonProperty$Access;
2299:             1             64  [Lcom.fasterxml.jackson.databind.node.IntNode;
2300:             2             64  [Lcom.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$TypeAndSerializer;
2301:             2             64  [Lcom.flashchat.gameservice.dao.enums.AiPersonaEnum;
2302:             2             64  [Lcom.mysql.cj.conf.BooleanPropertyDefinition$AllowableValues;
2303:             2             64  [Lcom.sun.jndi.toolkit.url.Uri$ParseMode; (java.naming@25)
2304:             2             64  [Lio.netty.buffer.PoolArena;
2305:             1             64  [Lio.netty.handler.codec.http.HttpObjectDecoder$State;
2306:             2             64  [Ljakarta.servlet.SessionTrackingMode;
2307:             2             64  [Ljava.lang.StackWalker$Option; (java.base@25)
2308:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@25)
2309:             3             64  [Ljava.lang.constant.ConstantDesc; (java.base@25)
2310:             2             64  [Ljava.nio.charset.CoderResult; (java.base@25)
2311:             2             64  [Ljavax.annotation.meta.When;
2312:             1             64  [Ljdk.internal.classfile.impl.StackMapGenerator$Type; (java.base@25)
2313:             2             64  [Ljdk.internal.util.OperatingSystem; (java.base@25)
2314:             1             64  [Lorg.apache.catalina.LifecycleState;
2315:             2             64  [Lorg.springframework.boot.actuate.autoconfigure.web.ManagementContextType;
2316:             2             64  [Lorg.springframework.boot.actuate.autoconfigure.web.server.ManagementPortType;
2317:             2             64  [Lorg.springframework.boot.actuate.endpoint.OperationType;
2318:             2             64  [Lorg.springframework.boot.actuate.endpoint.Show;
2319:             2             64  [Lorg.springframework.boot.actuate.metrics.export.prometheus.PrometheusOutputFormat;
2320:             2             64  [Lorg.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type;
2321:             2             64  [Lorg.springframework.boot.autoconfigure.condition.SearchStrategy;
2322:             2             64  [Lorg.springframework.boot.context.config.ConfigData$Option;
2323:             2             64  [Lorg.springframework.context.annotation.ScopedProxyMode;
2324:             2             64  [Lorg.springframework.data.redis.core.RedisKeyValueAdapter$EnableKeyspaceEvents;
2325:             2             64  [Lorg.springframework.data.redis.core.RedisKeyValueAdapter$ShadowCopy;
2326:             2             64  [Lorg.springframework.data.repository.query.QueryLookupStrategy$Key;
2327:             2             64  [Lorg.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type;
2328:             2             64  [Lorg.springframework.util.ConcurrentReferenceHashMap$TaskOption;
2329:             1             64  [Lorg.yaml.snakeyaml.events.Event$ID;
2330:             2             64  [Lorg.yaml.snakeyaml.nodes.NodeId;
2331:             1             64  [Lsun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget; (java.base@25)
2332:             2             64  ch.qos.logback.classic.pattern.LevelConverter
2333:             2             64  ch.qos.logback.classic.pattern.LineSeparatorConverter
2334:             2             64  ch.qos.logback.classic.pattern.MessageConverter
2335:             2             64  ch.qos.logback.classic.pattern.ThreadConverter
2336:             1             64  ch.qos.logback.core.ConsoleAppender
2337:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
2338:             2             64  ch.qos.logback.core.rolling.helper.FileNamePattern
2339:             2             64  ch.qos.logback.core.rolling.helper.IntegerTokenConverter
2340:             1             64  ch.qos.logback.core.rolling.helper.SizeAndTimeBasedArchiveRemover
2341:             1             64  com.alibaba.fastjson2.reader.ObjectReaderProvider
2342:             1             64  com.alibaba.fastjson2.reader.ObjectReaderProvider$LRUAutoTypeCache
2343:             4             64  com.baomidou.mybatisplus.core.override.MybatisMapperProxy$DefaultMethodInvoker
2344:             2             64  com.esotericsoftware.kryo.serializers.CachedFields
2345:             2             64  com.esotericsoftware.kryo.serializers.ImmutableCollectionsSerializers$JdkImmutableMapSerializer
2346:             1             64  com.fasterxml.classmate.util.LRUTypeCache$CacheMap
2347:             2             64  com.fasterxml.jackson.annotation.JsonInclude$Value
2348:             2             64  com.fasterxml.jackson.core.StreamWriteCapability
2349:             2             64  com.fasterxml.jackson.core.io.ContentReference
2350:             2             64  com.fasterxml.jackson.databind.cfg.EnumFeature
2351:             2             64  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
2352:             2             64  com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$Double
2353:             2             64  com.fasterxml.jackson.databind.ser.std.EnumSerializer
2354:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer
2355:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer
2356:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer
